"HostName","Code","Title","Importance","Status","Detail"
"fu-01.epa.com","HV-18","VM 리소스 제한 설정","중","WARN","CPU 리소스 제한이 무제한으로 설정된 VM: [insung-linuxhost, ssk-ako-test, kyk-dns, inha-esx02, kyk-rocky9, kyk-window11, md-esxi02, NC-ESXi02] (멀티테넌시/DoS 방지 위해 제한 설정 검토)"
"fu-01.epa.com","HV-19","VM 스냅샷 관리","중","PASS","잔존 스냅샷 없음"
"fu-01.epa.com","HV-20","VM 이동/복제 시 보안","상","WARN","vMotion 암호화(migrate.encryption)가 disabled/미설정인 VM: [insung-linuxhost:미설정, ssk-ako-test:미설정, kyk-dns:미설정, inha-esx02:미설정, kyk-rocky9:미설정, kyk-window11:미설정, md-esxi02:미설정, NC-ESXi02:미설정] (opportunistic 이상 권고)"
"fu-01.epa.com","HV-21","불필요한 VM 제거","중","MANUAL","전원이 꺼진(Off) VM: [kyk-dns, kyk-rocky9, kyk-window11, NC-ESXi02] - 운영대장과 대조하여 장기 미사용 시 제거 권고 (자동 판별 불가)"
"fu-01.epa.com","HV-22","가상 스위치 보안 설정","상","PASS","전체 1개 표준 vSwitch에서 MAC 변경/위조 전송 Reject 설정 확인"
"fu-01.epa.com","HV-23","VLAN 분리 설정","상","PASS","VLAN 4095(전체 트렁크) 설정된 포트그룹 없음"
"fu-01.epa.com","HV-24","가상 네트워크 모니터링","중","MANUAL","이 호스트가 연결된 분산 스위치(vDS): [epa-service]. NetFlow/포트미러링 세부 설정은 vSphere Client(네트워킹 > vDS > 설정) 에서 별도 확인 필요."
"fu-01.epa.com","HV-25","무차별 모드(Promiscuous Mode) 제한","상","PASS","전체 표준 vSwitch에서 Promiscuous Mode = Reject 확인"
"fu-02.epa.com","HV-01","기본 관리자 계정 변경","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 로컬 계정 조회 불가(사유: 2026-09-07 오전 9:11:17	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). vCenter 계정과 호스트 root 계정이 다른 경우 -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-02.epa.com","HV-02","비밀번호 복잡성 설정","상","PASS","PasswordQualityControl: retry=3 min=disabled,disabled,disabled,7,7"
"fu-02.epa.com","HV-03","계정 잠금 임계값 설정","상","PASS","AccountLockFailures=5 (5회 이하), AccountUnlockTime=900 초"
"fu-02.epa.com","HV-04","불필요한 계정 제거","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 로컬 계정 조회 불가(사유: 2026-09-07 오전 9:11:17	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-02.epa.com","HV-05","관리자 권한 최소화","상","WARN","root 외 Admin 계열 권한 보유 계정/그룹: [VSPHERE.LOCAL\vpxd-svc-acct-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-extension-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-svcs-user-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\Administrator, VSPHERE.LOCAL\Administrators, VSPHERE.LOCAL\NsxAdministrators, VSPHERE.LOCAL\NsxViAdministrators, VSPHERE.LOCAL\vStatsGroup, VSPHERE.LOCAL\RegistryAdministrators, VSPHERE.LOCAL\TrustedAdmins, HCS\VKS-USR]. 최소 인원/그룹으로 제한되어 있는지 확인 필요."
"fu-02.epa.com","HV-06","세션 타임아웃 설정","중","FAIL","ESXiShellInteractiveTimeOut=0 (0/미설정=무제한). 유휴 세션 자동 종료 시간 설정 필요."
"fu-02.epa.com","HV-07","로그인 경고 메시지 설정","하","FAIL","로그인 경고 배너(Annotations.WelcomeMessage)가 설정되어 있지 않음"
"fu-02.epa.com","HV-08","불필요한 서비스 비활성화","상","WARN","실행 중인 위험 서비스: [TSM, TSM-SSH]. 업무상 필요 여부 확인 후 불필요 시 Set-VMHostService/Stop-VMHostService 로 비활성화."
"fu-02.epa.com","HV-09","SSH 보안 설정","상","WARN","SSH(TSM-SSH) 서비스가 활성화되어 있음. 상시 활성화는 권고되지 않으며 필요 시에만 임시 사용 권고. (root 직접 로그인 제한, 접속 IP 제한 등은 sshd_config 로 별도 확인 필요)"
"fu-02.epa.com","HV-10","SNMP 보안 설정","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 SNMP 설정 조회 불가(사유: 2026-09-07 오전 9:11:17	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-02.epa.com","HV-11","NTP 시각 동기화","중","PASS","NTP 서버: [172.17.10.101], ntpd 서비스 실행 중"
"fu-02.epa.com","HV-12","호스트 방화벽 설정","상","WARN","'모든 IP 허용'으로 설정된 활성 방화벽 규칙 존재: [DVFilter, DVSSync, HBR, NFC, WOL, bfdDP, vSAN Clustering Service, DNS Client, etcdClientComm, etcdPeerComm, Fault Tolerance, vSphere High Availability Agent, hyperbus, Software iSCSI Client, iofiltervp, nsx-mpa, nsx-opsagent, nsxMPAPI, nsxOverlay, nsxProxyRule, nsxRMQ, NTP Client, vSAN Transport, spherelet, SSH Server, syslog, vCenter Update Manager, vMotion, vShield-Endpoint-Mux, vSphere Web Client, VMware vCenter Agent, vsanmgmt-https-tunnel, vSphere Web Access]. 관리 대역 IP로 제한 권고."
"fu-02.epa.com","HV-13","보안 패치 적용","상","MANUAL","현재 버전: 8.0.3, 빌드: 25429389. 최신 VMware 보안 패치(KB)와 대조하여 수동 확인 필요 (폐쇄망 등 자동 비교 불가 환경 고려)."
"fu-02.epa.com","HV-14","로그 설정 및 관리","중","PASS","원격 Syslog 서버 설정됨: [tcp://172.19.10.131:514,tcp://vcf-logmgmt.vcf.local:514?formatter=RFC_5424&framing=octet_counting], 로컬 로그 경로: [] /scratch/log"
"fu-02.epa.com","HV-15","백업 정책 수립","중","MANUAL","호스트/VM 백업 정책 수립 및 정기 백업 운영 여부는 조직 문서(백업 솔루션 운영기록 등)로 별도 확인 필요."
"fu-02.epa.com","HV-16","SSL/TLS 관리 콘솔 암호화","상","PASS","취약 프로토콜 비활성화 설정됨: [sslv3,tlsv1,tlsv1.1]"
"fu-02.epa.com","HV-17","VM 간 격리 설정","상","WARN","격리(isolation.tools.*) 옵션이 권고값으로 설정되지 않은 VM: [md-esxi03]"
"fu-02.epa.com","HV-18","VM 리소스 제한 설정","중","WARN","CPU 리소스 제한이 무제한으로 설정된 VM: [md-esxi03] (멀티테넌시/DoS 방지 위해 제한 설정 검토)"
"fu-02.epa.com","HV-19","VM 스냅샷 관리","중","PASS","잔존 스냅샷 없음"
"fu-02.epa.com","HV-20","VM 이동/복제 시 보안","상","WARN","vMotion 암호화(migrate.encryption)가 disabled/미설정인 VM: [md-esxi03:미설정] (opportunistic 이상 권고)"
"fu-02.epa.com","HV-21","불필요한 VM 제거","중","PASS","전원이 꺼진 상태로 방치된 VM 없음"
"fu-02.epa.com","HV-22","가상 스위치 보안 설정","상","PASS","전체 1개 표준 vSwitch에서 MAC 변경/위조 전송 Reject 설정 확인"
"fu-02.epa.com","HV-23","VLAN 분리 설정","상","PASS","VLAN 4095(전체 트렁크) 설정된 포트그룹 없음"
"fu-02.epa.com","HV-24","가상 네트워크 모니터링","중","MANUAL","이 호스트가 연결된 분산 스위치(vDS): [epa-service]. NetFlow/포트미러링 세부 설정은 vSphere Client(네트워킹 > vDS > 설정) 에서 별도 확인 필요."
"fu-02.epa.com","HV-25","무차별 모드(Promiscuous Mode) 제한","상","PASS","전체 표준 vSwitch에서 Promiscuous Mode = Reject 확인"
"fu-03.epa.com","HV-01","기본 관리자 계정 변경","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 로컬 계정 조회 불가(사유: 2026-09-07 오전 9:11:02	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). vCenter 계정과 호스트 root 계정이 다른 경우 -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-03.epa.com","HV-02","비밀번호 복잡성 설정","상","PASS","PasswordQualityControl: retry=3 min=disabled,disabled,disabled,7,7"
"fu-03.epa.com","HV-03","계정 잠금 임계값 설정","상","PASS","AccountLockFailures=5 (5회 이하), AccountUnlockTime=900 초"
"fu-03.epa.com","HV-04","불필요한 계정 제거","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 로컬 계정 조회 불가(사유: 2026-09-07 오전 9:11:02	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-03.epa.com","HV-05","관리자 권한 최소화","상","WARN","root 외 Admin 계열 권한 보유 계정/그룹: [VSPHERE.LOCAL\vpxd-svc-acct-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-extension-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-svcs-user-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\Administrator, VSPHERE.LOCAL\Administrators, VSPHERE.LOCAL\NsxAdministrators, VSPHERE.LOCAL\NsxViAdministrators, VSPHERE.LOCAL\vStatsGroup, VSPHERE.LOCAL\RegistryAdministrators, VSPHERE.LOCAL\TrustedAdmins, HCS\VKS-USR]. 최소 인원/그룹으로 제한되어 있는지 확인 필요."
"fu-03.epa.com","HV-06","세션 타임아웃 설정","중","FAIL","ESXiShellInteractiveTimeOut=0 (0/미설정=무제한). 유휴 세션 자동 종료 시간 설정 필요."
"fu-03.epa.com","HV-07","로그인 경고 메시지 설정","하","FAIL","로그인 경고 배너(Annotations.WelcomeMessage)가 설정되어 있지 않음"
"fu-03.epa.com","HV-08","불필요한 서비스 비활성화","상","WARN","실행 중인 위험 서비스: [TSM-SSH]. 업무상 필요 여부 확인 후 불필요 시 Set-VMHostService/Stop-VMHostService 로 비활성화."
"fu-03.epa.com","HV-09","SSH 보안 설정","상","WARN","SSH(TSM-SSH) 서비스가 활성화되어 있음. 상시 활성화는 권고되지 않으며 필요 시에만 임시 사용 권고. (root 직접 로그인 제한, 접속 IP 제한 등은 sshd_config 로 별도 확인 필요)"
"fu-03.epa.com","HV-10","SNMP 보안 설정","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 SNMP 설정 조회 불가(사유: 2026-09-07 오전 9:11:02	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-03.epa.com","HV-11","NTP 시각 동기화","중","PASS","NTP 서버: [172.17.10.101], ntpd 서비스 실행 중"
"fu-03.epa.com","HV-12","호스트 방화벽 설정","상","WARN","'모든 IP 허용'으로 설정된 활성 방화벽 규칙 존재: [DVFilter, DVSSync, HBR, NFC, WOL, bfdDP, vSAN Clustering Service, DNS Client, etcdClientComm, etcdPeerComm, Fault Tolerance, vSphere High Availability Agent, hyperbus, Software iSCSI Client, iofiltervp, nsx-mpa, nsx-opsagent, nsxMPAPI, nsxOverlay, nsxProxyRule, nsxRMQ, NTP Client, vSAN Transport, spherelet, SSH Server, syslog, vCenter Update Manager, vMotion, vShield-Endpoint-Mux, vSphere Web Client, VMware vCenter Agent, vsanmgmt-https-tunnel, vSphere Web Access]. 관리 대역 IP로 제한 권고."
"fu-03.epa.com","HV-13","보안 패치 적용","상","MANUAL","현재 버전: 8.0.3, 빌드: 25429389. 최신 VMware 보안 패치(KB)와 대조하여 수동 확인 필요 (폐쇄망 등 자동 비교 불가 환경 고려)."
"fu-03.epa.com","HV-14","로그 설정 및 관리","중","PASS","원격 Syslog 서버 설정됨: [tcp://172.19.10.131:514,tcp://vcf-logmgmt.vcf.local:514?formatter=RFC_5424&framing=octet_counting], 로컬 로그 경로: [] /scratch/log"
"fu-03.epa.com","HV-15","백업 정책 수립","중","MANUAL","호스트/VM 백업 정책 수립 및 정기 백업 운영 여부는 조직 문서(백업 솔루션 운영기록 등)로 별도 확인 필요."
"fu-03.epa.com","HV-16","SSL/TLS 관리 콘솔 암호화","상","PASS","취약 프로토콜 비활성화 설정됨: [sslv3,tlsv1,tlsv1.1]"
"fu-03.epa.com","HV-17","VM 간 격리 설정","상","WARN","격리(isolation.tools.*) 옵션이 권고값으로 설정되지 않은 VM: [kyk-truenas, Nice-Depot, epa-dns, NC-ESXi01, md-esxi04]"
"fu-03.epa.com","HV-18","VM 리소스 제한 설정","중","WARN","CPU 리소스 제한이 무제한으로 설정된 VM: [kyk-truenas, Nice-Depot, epa-dns, NC-ESXi01, md-esxi04] (멀티테넌시/DoS 방지 위해 제한 설정 검토)"
"fu-03.epa.com","HV-19","VM 스냅샷 관리","중","PASS","잔존 스냅샷 없음"
"fu-03.epa.com","HV-20","VM 이동/복제 시 보안","상","WARN","vMotion 암호화(migrate.encryption)가 disabled/미설정인 VM: [kyk-truenas:미설정, Nice-Depot:미설정, epa-dns:미설정, NC-ESXi01:미설정, md-esxi04:미설정] (opportunistic 이상 권고)"
"fu-03.epa.com","HV-21","불필요한 VM 제거","중","MANUAL","전원이 꺼진(Off) VM: [kyk-truenas, NC-ESXi01] - 운영대장과 대조하여 장기 미사용 시 제거 권고 (자동 판별 불가)"
"fu-03.epa.com","HV-22","가상 스위치 보안 설정","상","PASS","전체 1개 표준 vSwitch에서 MAC 변경/위조 전송 Reject 설정 확인"
"fu-03.epa.com","HV-23","VLAN 분리 설정","상","PASS","VLAN 4095(전체 트렁크) 설정된 포트그룹 없음"
"fu-03.epa.com","HV-24","가상 네트워크 모니터링","중","MANUAL","이 호스트가 연결된 분산 스위치(vDS): [epa-service]. NetFlow/포트미러링 세부 설정은 vSphere Client(네트워킹 > vDS > 설정) 에서 별도 확인 필요."
"fu-03.epa.com","HV-25","무차별 모드(Promiscuous Mode) 제한","상","PASS","전체 표준 vSwitch에서 Promiscuous Mode = Reject 확인"
"fu-04.epa.com","HV-01","기본 관리자 계정 변경","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 로컬 계정 조회 불가(사유: 2026-09-07 오전 9:10:46	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). vCenter 계정과 호스트 root 계정이 다른 경우 -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-04.epa.com","HV-02","비밀번호 복잡성 설정","상","PASS","PasswordQualityControl: retry=3 min=disabled,disabled,disabled,7,7"
"fu-04.epa.com","HV-03","계정 잠금 임계값 설정","상","PASS","AccountLockFailures=5 (5회 이하), AccountUnlockTime=900 초"
"fu-04.epa.com","HV-04","불필요한 계정 제거","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 로컬 계정 조회 불가(사유: 2026-09-07 오전 9:10:46	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-04.epa.com","HV-05","관리자 권한 최소화","상","WARN","root 외 Admin 계열 권한 보유 계정/그룹: [VSPHERE.LOCAL\vpxd-svc-acct-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-extension-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-svcs-user-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\Administrator, VSPHERE.LOCAL\Administrators, VSPHERE.LOCAL\NsxAdministrators, VSPHERE.LOCAL\NsxViAdministrators, VSPHERE.LOCAL\vStatsGroup, VSPHERE.LOCAL\RegistryAdministrators, VSPHERE.LOCAL\TrustedAdmins, HCS\VKS-USR]. 최소 인원/그룹으로 제한되어 있는지 확인 필요."
"fu-04.epa.com","HV-06","세션 타임아웃 설정","중","FAIL","ESXiShellInteractiveTimeOut=0 (0/미설정=무제한). 유휴 세션 자동 종료 시간 설정 필요."
"fu-04.epa.com","HV-07","로그인 경고 메시지 설정","하","FAIL","로그인 경고 배너(Annotations.WelcomeMessage)가 설정되어 있지 않음"
"fu-04.epa.com","HV-08","불필요한 서비스 비활성화","상","WARN","실행 중인 위험 서비스: [TSM-SSH]. 업무상 필요 여부 확인 후 불필요 시 Set-VMHostService/Stop-VMHostService 로 비활성화."
"fu-04.epa.com","HV-09","SSH 보안 설정","상","WARN","SSH(TSM-SSH) 서비스가 활성화되어 있음. 상시 활성화는 권고되지 않으며 필요 시에만 임시 사용 권고. (root 직접 로그인 제한, 접속 IP 제한 등은 sshd_config 로 별도 확인 필요)"
"fu-04.epa.com","HV-10","SNMP 보안 설정","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 SNMP 설정 조회 불가(사유: 2026-09-07 오전 9:10:46	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-04.epa.com","HV-11","NTP 시각 동기화","중","PASS","NTP 서버: [172.17.10.101], ntpd 서비스 실행 중"
"fu-04.epa.com","HV-12","호스트 방화벽 설정","상","WARN","'모든 IP 허용'으로 설정된 활성 방화벽 규칙 존재: [DVFilter, DVSSync, HBR, NFC, WOL, bfdDP, vSAN Clustering Service, daemon-FujitsuSVHCP, daemon-FujitsuSVRC, DNS Client, etcdClientComm, etcdPeerComm, Fault Tolerance, vSphere High Availability Agent, hbr-agent, hyperbus, Software iSCSI Client, iofiltervp, nsx-mpa, nsx-opsagent, nsxMPAPI, nsxOverlay, nsxProxyRule, nsxRMQ, NTP Client, vSAN Transport, spherelet, SSH Server, vCenter Update Manager, vMotion, vShield-Endpoint-Mux, vSphere Web Client, VMware vCenter Agent, vsanmgmt-https-tunnel, vSphere Web Access]. 관리 대역 IP로 제한 권고."
"fu-04.epa.com","HV-13","보안 패치 적용","상","MANUAL","현재 버전: 8.0.3, 빌드: 25429389. 최신 VMware 보안 패치(KB)와 대조하여 수동 확인 필요 (폐쇄망 등 자동 비교 불가 환경 고려)."
"fu-04.epa.com","HV-14","로그 설정 및 관리","중","WARN","원격 Syslog 서버(Syslog.global.logHost)가 설정되어 있지 않음. 로컬 로그 경로: [] /scratch/log"
"fu-04.epa.com","HV-15","백업 정책 수립","중","MANUAL","호스트/VM 백업 정책 수립 및 정기 백업 운영 여부는 조직 문서(백업 솔루션 운영기록 등)로 별도 확인 필요."
"fu-04.epa.com","HV-16","SSL/TLS 관리 콘솔 암호화","상","PASS","취약 프로토콜 비활성화 설정됨: [sslv3,tlsv1,tlsv1.1]"
"fu-04.epa.com","HV-17","VM 간 격리 설정","상","WARN","격리(isolation.tools.*) 옵션이 권고값으로 설정되지 않은 VM: [edge02, Avi-se-jeaxv, epa-harbor, psh-esxi02, md-esxi01, NC-ESXi03, NC-ESXi04]"
"fu-04.epa.com","HV-18","VM 리소스 제한 설정","중","WARN","CPU 리소스 제한이 무제한으로 설정된 VM: [edge02, Avi-se-jeaxv, epa-harbor, psh-esxi02, md-esxi01, NC-ESXi03, NC-ESXi04] (멀티테넌시/DoS 방지 위해 제한 설정 검토)"
"fu-04.epa.com","HV-19","VM 스냅샷 관리","중","PASS","잔존 스냅샷 없음"
"fu-04.epa.com","HV-20","VM 이동/복제 시 보안","상","WARN","vMotion 암호화(migrate.encryption)가 disabled/미설정인 VM: [edge02:미설정, Avi-se-jeaxv:미설정, epa-harbor:미설정, psh-esxi02:미설정, md-esxi01:미설정, NC-ESXi03:미설정, NC-ESXi04:미설정] (opportunistic 이상 권고)"
"fu-04.epa.com","HV-21","불필요한 VM 제거","중","MANUAL","전원이 꺼진(Off) VM: [NC-ESXi03, NC-ESXi04] - 운영대장과 대조하여 장기 미사용 시 제거 권고 (자동 판별 불가)"
"fu-04.epa.com","HV-22","가상 스위치 보안 설정","상","PASS","전체 1개 표준 vSwitch에서 MAC 변경/위조 전송 Reject 설정 확인"
"fu-04.epa.com","HV-23","VLAN 분리 설정","상","PASS","VLAN 4095(전체 트렁크) 설정된 포트그룹 없음"
"fu-04.epa.com","HV-24","가상 네트워크 모니터링","중","MANUAL","이 호스트가 연결된 분산 스위치(vDS): [epa-service]. NetFlow/포트미러링 세부 설정은 vSphere Client(네트워킹 > vDS > 설정) 에서 별도 확인 필요."
"fu-04.epa.com","HV-25","무차별 모드(Promiscuous Mode) 제한","상","PASS","전체 표준 vSwitch에서 Promiscuous Mode = Reject 확인"
"fu-05.epa.com","HV-01","기본 관리자 계정 변경","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 로컬 계정 조회 불가(사유: 2026-09-07 오전 9:10:53	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). vCenter 계정과 호스트 root 계정이 다른 경우 -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-05.epa.com","HV-02","비밀번호 복잡성 설정","상","PASS","PasswordQualityControl: retry=3 min=disabled,disabled,disabled,7,7"
"fu-05.epa.com","HV-03","계정 잠금 임계값 설정","상","PASS","AccountLockFailures=5 (5회 이하), AccountUnlockTime=900 초"
"fu-05.epa.com","HV-04","불필요한 계정 제거","상","MANUAL","ESXi 호스트에 직접 연결하지 못해 로컬 계정 조회 불가(사유: 2026-09-07 오전 9:10:53	Connect-VIServer		Cannot complete login due to an incorrect user name or password.	). -HostCredential 파라미터로 호스트 root 계정 정보를 전달하면 자동 점검이 가능합니다."
"fu-05.epa.com","HV-05","관리자 권한 최소화","상","WARN","root 외 Admin 계열 권한 보유 계정/그룹: [VSPHERE.LOCAL\vpxd-svc-acct-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-extension-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\vpxd-svcs-user-2492bcb7-3e88-4a00-b95f-d83bd3f62394, VSPHERE.LOCAL\Administrator, VSPHERE.LOCAL\Administrators, VSPHERE.LOCAL\NsxAdministrators, VSPHERE.LOCAL\NsxViAdministrators, VSPHERE.LOCAL\vStatsGroup, VSPHERE.LOCAL\RegistryAdministrators, VSPHERE.LOCAL\TrustedAdmins, HCS\VKS-USR]. 최소 인원/그룹으로 제한되어 있는지 확인 필요."
"fu-05.epa.com","HV-06","세션 타임아웃 설정","중","FAIL","ESXiShellInteractiveTimeOut=0 (0/미설정=무제한). 유휴 세션 자동 종료 시간 설정 필요."
